order,family,header,symbol,kind,requirement,implementation_status,header_evidence,implementation_source,test_evidence,implementation_notes,review_status,review_findings,fix_status,standard_url
149,ISO-C17,<math.h>,modff,function,required,implemented,libc/include/math.h,vendor/musl/src/math/modff.c,header/symbol audit; amd64 QEMU boot; pcat/pc98 HDD integration builds,,reviewed,The pinned musl implementation was reviewed for zedBSD's 64-bit long-double ABI; local error helpers now update the software fenv.,fixed,https://www.open-std.org/jtc1/sc22/wg14/www/docs/n2176.pdf
150,ISO-C17,<math.h>,modfl,function,required,implemented,libc/include/math.h,vendor/musl/src/math/modfl.c,header/symbol audit; amd64 QEMU boot; pcat/pc98 HDD integration builds,,reviewed,The pinned musl implementation was reviewed for zedBSD's 64-bit long-double ABI; local error helpers now update the software fenv.,fixed,https://www.open-std.org/jtc1/sc22/wg14/www/docs/n2176.pdf
151,ISO-C17,<math.h>,nan,function,required,implemented,libc/include/math.h,vendor/musl/src/math/nan.c,header/symbol audit; amd64 QEMU boot; pcat/pc98 HDD integration builds,,reviewed,The pinned musl implementation was reviewed for zedBSD's 64-bit long-double ABI; local error helpers now update the software fenv.,fixed,https://www.open-std.org/jtc1/sc22/wg14/www/docs/n2176.pdf
152,ISO-C17,<math.h>,nanf,function,required,implemented,libc/include/math.h,vendor/musl/src/math/nanf.c,header/symbol audit; amd64 QEMU boot; pcat/pc98 HDD integration builds,,reviewed,The pinned musl implementation was reviewed for zedBSD's 64-bit long-double ABI; local error helpers now update the software fenv.,fixed,https://www.open-std.org/jtc1/sc22/wg14/www/docs/n2176.pdf
153,ISO-C17,<math.h>,nanl,function,required,implemented,libc/include/math.h,vendor/musl/src/math/nanl.c,header/symbol audit; amd64 QEMU boot; pcat/pc98 HDD integration builds,,reviewed,The pinned musl implementation was reviewed for zedBSD's 64-bit long-double ABI; local error helpers now update the software fenv.,fixed,https://www.open-std.org/jtc1/sc22/wg14/www/docs/n2176.pdf
154,ISO-C17,<math.h>,nearbyint,function,required,implemented,libc/include/math.h,vendor/musl/src/math/nearbyint.c|vendor/musl/src/math/s390x/nearbyint.c|vendor/musl/src/math/aarch64/nearbyint.c,header/symbol audit; amd64 QEMU boot; pcat/pc98 HDD integration builds,,reviewed,The pinned musl implementation was reviewed for zedBSD's 64-bit long-double ABI; local error helpers now update the software fenv.,fixed,https://www.open-std.org/jtc1/sc22/wg14/www/docs/n2176.pdf
155,ISO-C17,<math.h>,nearbyintf,function,required,implemented,libc/include/math.h,vendor/musl/src/math/nearbyintf.c|vendor/musl/src/math/s390x/nearbyintf.c|vendor/musl/src/math/aarch64/nearbyintf.c,header/symbol audit; amd64 QEMU boot; pcat/pc98 HDD integration builds,,reviewed,The pinned musl implementation was reviewed for zedBSD's 64-bit long-double ABI; local error helpers now update the software fenv.,fixed,https://www.open-std.org/jtc1/sc22/wg14/www/docs/n2176.pdf
156,ISO-C17,<math.h>,nearbyintl,function,required,implemented,libc/include/math.h,vendor/musl/src/math/nearbyintl.c|vendor/musl/src/math/s390x/nearbyintl.c,header/symbol audit; amd64 QEMU boot; pcat/pc98 HDD integration builds,,reviewed,The pinned musl implementation was reviewed for zedBSD's 64-bit long-double ABI; local error helpers now update the software fenv.,fixed,https://www.open-std.org/jtc1/sc22/wg14/www/docs/n2176.pdf
157,ISO-C17,<math.h>,nextafter,function,required,implemented,libc/include/math.h,vendor/musl/src/math/nextafter.c,header/symbol audit; amd64 QEMU boot; pcat/pc98 HDD integration builds,,reviewed,The pinned musl implementation was reviewed for zedBSD's 64-bit long-double ABI; local error helpers now update the software fenv.,fixed,https://www.open-std.org/jtc1/sc22/wg14/www/docs/n2176.pdf
158,ISO-C17,<math.h>,nextafterf,function,required,implemented,libc/include/math.h,vendor/musl/src/math/nextafterf.c,header/symbol audit; amd64 QEMU boot; pcat/pc98 HDD integration builds,,reviewed,The pinned musl implementation was reviewed for zedBSD's 64-bit long-double ABI; local error helpers now update the software fenv.,fixed,https://www.open-std.org/jtc1/sc22/wg14/www/docs/n2176.pdf
159,ISO-C17,<math.h>,nextafterl,function,required,implemented,libc/include/math.h,vendor/musl/src/math/nextafterl.c,header/symbol audit; amd64 QEMU boot; pcat/pc98 HDD integration builds,,reviewed,The pinned musl implementation was reviewed for zedBSD's 64-bit long-double ABI; local error helpers now update the software fenv.,fixed,https://www.open-std.org/jtc1/sc22/wg14/www/docs/n2176.pdf
160,ISO-C17,<math.h>,nexttoward,function,required,implemented,libc/include/math.h,vendor/musl/src/math/nexttoward.c,header/symbol audit; amd64 QEMU boot; pcat/pc98 HDD integration builds,,reviewed,The pinned musl implementation was reviewed for zedBSD's 64-bit long-double ABI; local error helpers now update the software fenv.,fixed,https://www.open-std.org/jtc1/sc22/wg14/www/docs/n2176.pdf
161,ISO-C17,<math.h>,nexttowardf,function,required,implemented,libc/include/math.h,vendor/musl/src/math/nexttowardf.c,header/symbol audit; amd64 QEMU boot; pcat/pc98 HDD integration builds,,reviewed,The pinned musl implementation was reviewed for zedBSD's 64-bit long-double ABI; local error helpers now update the software fenv.,fixed,https://www.open-std.org/jtc1/sc22/wg14/www/docs/n2176.pdf
162,ISO-C17,<math.h>,nexttowardl,function,required,implemented,libc/include/math.h,vendor/musl/src/math/nexttowardl.c,header/symbol audit; amd64 QEMU boot; pcat/pc98 HDD integration builds,,reviewed,The pinned musl implementation was reviewed for zedBSD's 64-bit long-double ABI; local error helpers now update the software fenv.,fixed,https://www.open-std.org/jtc1/sc22/wg14/www/docs/n2176.pdf
163,ISO-C17,<math.h>,pow,function,required,implemented,libc/include/math.h,vendor/musl/src/math/pow.c,header/symbol audit; amd64 QEMU boot; pcat/pc98 HDD integration builds,,reviewed,The pinned musl implementation was reviewed for zedBSD's 64-bit long-double ABI; local error helpers now update the software fenv.,fixed,https://www.open-std.org/jtc1/sc22/wg14/www/docs/n2176.pdf
164,ISO-C17,<math.h>,powf,function,required,implemented,libc/include/math.h,vendor/musl/src/math/powf.c,header/symbol audit; amd64 QEMU boot; pcat/pc98 HDD integration builds,,reviewed,The pinned musl implementation was reviewed for zedBSD's 64-bit long-double ABI; local error helpers now update the software fenv.,fixed,https://www.open-std.org/jtc1/sc22/wg14/www/docs/n2176.pdf
165,ISO-C17,<math.h>,powl,function,required,implemented,libc/include/math.h,vendor/musl/src/math/powl.c,header/symbol audit; amd64 QEMU boot; pcat/pc98 HDD integration builds,,reviewed,The pinned musl implementation was reviewed for zedBSD's 64-bit long-double ABI; local error helpers now update the software fenv.,fixed,https://www.open-std.org/jtc1/sc22/wg14/www/docs/n2176.pdf
166,ISO-C17,<math.h>,remainder,function,required,implemented,libc/include/math.h,vendor/musl/src/math/remainder.c|vendor/musl/src/math/i386/remainder.c,header/symbol audit; amd64 QEMU boot; pcat/pc98 HDD integration builds,,reviewed,The pinned musl implementation was reviewed for zedBSD's 64-bit long-double ABI; local error helpers now update the software fenv.,fixed,https://www.open-std.org/jtc1/sc22/wg14/www/docs/n2176.pdf
167,ISO-C17,<math.h>,remainderf,function,required,implemented,libc/include/math.h,vendor/musl/src/math/remainderf.c|vendor/musl/src/math/i386/remainderf.c,header/symbol audit; amd64 QEMU boot; pcat/pc98 HDD integration builds,,reviewed,The pinned musl implementation was reviewed for zedBSD's 64-bit long-double ABI; local error helpers now update the software fenv.,fixed,https://www.open-std.org/jtc1/sc22/wg14/www/docs/n2176.pdf
168,ISO-C17,<math.h>,remainderl,function,required,implemented,libc/include/math.h,vendor/musl/src/math/remainderl.c|vendor/musl/src/math/x86_64/remainderl.c|vendor/musl/src/math/i386/remainderl.c,header/symbol audit; amd64 QEMU boot; pcat/pc98 HDD integration builds,,reviewed,The pinned musl implementation was reviewed for zedBSD's 64-bit long-double ABI; local error helpers now update the software fenv.,fixed,https://www.open-std.org/jtc1/sc22/wg14/www/docs/n2176.pdf
169,ISO-C17,<math.h>,remquo,function,required,implemented,libc/include/math.h,vendor/musl/src/math/remquo.c,header/symbol audit; amd64 QEMU boot; pcat/pc98 HDD integration builds,,reviewed,The pinned musl implementation was reviewed for zedBSD's 64-bit long-double ABI; local error helpers now update the software fenv.,fixed,https://www.open-std.org/jtc1/sc22/wg14/www/docs/n2176.pdf
170,ISO-C17,<math.h>,remquof,function,required,implemented,libc/include/math.h,vendor/musl/src/math/remquof.c,header/symbol audit; amd64 QEMU boot; pcat/pc98 HDD integration builds,,reviewed,The pinned musl implementation was reviewed for zedBSD's 64-bit long-double ABI; local error helpers now update the software fenv.,fixed,https://www.open-std.org/jtc1/sc22/wg14/www/docs/n2176.pdf
171,ISO-C17,<math.h>,remquol,function,required,implemented,libc/include/math.h,vendor/musl/src/math/remquol.c|vendor/musl/src/math/x86_64/remquol.c,header/symbol audit; amd64 QEMU boot; pcat/pc98 HDD integration builds,,reviewed,The pinned musl implementation was reviewed for zedBSD's 64-bit long-double ABI; local error helpers now update the software fenv.,fixed,https://www.open-std.org/jtc1/sc22/wg14/www/docs/n2176.pdf
172,ISO-C17,<math.h>,rint,function,required,implemented,libc/include/math.h,vendor/musl/src/math/rint.c|vendor/musl/src/math/i386/rint.c|vendor/musl/src/math/s390x/rint.c|vendor/musl/src/math/aarch64/rint.c,header/symbol audit; amd64 QEMU boot; pcat/pc98 HDD integration builds,,reviewed,The pinned musl implementation was reviewed for zedBSD's 64-bit long-double ABI; local error helpers now update the software fenv.,fixed,https://www.open-std.org/jtc1/sc22/wg14/www/docs/n2176.pdf
173,ISO-C17,<math.h>,rintf,function,required,implemented,libc/include/math.h,vendor/musl/src/math/rintf.c|vendor/musl/src/math/i386/rintf.c|vendor/musl/src/math/s390x/rintf.c|vendor/musl/src/math/aarch64/rintf.c,header/symbol audit; amd64 QEMU boot; pcat/pc98 HDD integration builds,,reviewed,The pinned musl implementation was reviewed for zedBSD's 64-bit long-double ABI; local error helpers now update the software fenv.,fixed,https://www.open-std.org/jtc1/sc22/wg14/www/docs/n2176.pdf
174,ISO-C17,<math.h>,rintl,function,required,implemented,libc/include/math.h,vendor/musl/src/math/rintl.c|vendor/musl/src/math/x86_64/rintl.c|vendor/musl/src/math/i386/rintl.c|vendor/musl/src/math/s390x/rintl.c,header/symbol audit; amd64 QEMU boot; pcat/pc98 HDD integration builds,,reviewed,The pinned musl implementation was reviewed for zedBSD's 64-bit long-double ABI; local error helpers now update the software fenv.,fixed,https://www.open-std.org/jtc1/sc22/wg14/www/docs/n2176.pdf
175,ISO-C17,<math.h>,round,function,required,implemented,libc/include/math.h,vendor/musl/src/math/round.c|vendor/musl/src/math/powerpc64/round.c|vendor/musl/src/math/s390x/round.c|vendor/musl/src/math/aarch64/round.c,header/symbol audit; amd64 QEMU boot; pcat/pc98 HDD integration builds,,reviewed,The pinned musl implementation was reviewed for zedBSD's 64-bit long-double ABI; local error helpers now update the software fenv.,fixed,https://www.open-std.org/jtc1/sc22/wg14/www/docs/n2176.pdf
176,ISO-C17,<math.h>,roundf,function,required,implemented,libc/include/math.h,vendor/musl/src/math/roundf.c|vendor/musl/src/math/powerpc64/roundf.c|vendor/musl/src/math/s390x/roundf.c|vendor/musl/src/math/aarch64/roundf.c,header/symbol audit; amd64 QEMU boot; pcat/pc98 HDD integration builds,,reviewed,The pinned musl implementation was reviewed for zedBSD's 64-bit long-double ABI; local error helpers now update the software fenv.,fixed,https://www.open-std.org/jtc1/sc22/wg14/www/docs/n2176.pdf
177,ISO-C17,<math.h>,roundl,function,required,implemented,libc/include/math.h,vendor/musl/src/math/roundl.c|vendor/musl/src/math/s390x/roundl.c,header/symbol audit; amd64 QEMU boot; pcat/pc98 HDD integration builds,,reviewed,The pinned musl implementation was reviewed for zedBSD's 64-bit long-double ABI; local error helpers now update the software fenv.,fixed,https://www.open-std.org/jtc1/sc22/wg14/www/docs/n2176.pdf
178,ISO-C17,<math.h>,scalbln,function,required,implemented,libc/include/math.h,vendor/musl/src/math/scalbln.c,header/symbol audit; amd64 QEMU boot; pcat/pc98 HDD integration builds,,reviewed,The pinned musl implementation was reviewed for zedBSD's 64-bit long-double ABI; local error helpers now update the software fenv.,fixed,https://www.open-std.org/jtc1/sc22/wg14/www/docs/n2176.pdf
179,ISO-C17,<math.h>,scalblnf,function,required,implemented,libc/include/math.h,vendor/musl/src/math/scalblnf.c,header/symbol audit; amd64 QEMU boot; pcat/pc98 HDD integration builds,,reviewed,The pinned musl implementation was reviewed for zedBSD's 64-bit long-double ABI; local error helpers now update the software fenv.,fixed,https://www.open-std.org/jtc1/sc22/wg14/www/docs/n2176.pdf
180,ISO-C17,<math.h>,scalblnl,function,required,implemented,libc/include/math.h,vendor/musl/src/math/scalblnl.c,header/symbol audit; amd64 QEMU boot; pcat/pc98 HDD integration builds,,reviewed,The pinned musl implementation was reviewed for zedBSD's 64-bit long-double ABI; local error helpers now update the software fenv.,fixed,https://www.open-std.org/jtc1/sc22/wg14/www/docs/n2176.pdf
181,ISO-C17,<math.h>,scalbn,function,required,implemented,libc/include/math.h,vendor/musl/src/math/scalbn.c,header/symbol audit; amd64 QEMU boot; pcat/pc98 HDD integration builds,,reviewed,The pinned musl implementation was reviewed for zedBSD's 64-bit long-double ABI; local error helpers now update the software fenv.,fixed,https://www.open-std.org/jtc1/sc22/wg14/www/docs/n2176.pdf
182,ISO-C17,<math.h>,scalbnf,function,required,implemented,libc/include/math.h,vendor/musl/src/math/scalbnf.c,header/symbol audit; amd64 QEMU boot; pcat/pc98 HDD integration builds,,reviewed,The pinned musl implementation was reviewed for zedBSD's 64-bit long-double ABI; local error helpers now update the software fenv.,fixed,https://www.open-std.org/jtc1/sc22/wg14/www/docs/n2176.pdf
183,ISO-C17,<math.h>,scalbnl,function,required,implemented,libc/include/math.h,vendor/musl/src/math/scalbnl.c,header/symbol audit; amd64 QEMU boot; pcat/pc98 HDD integration builds,,reviewed,The pinned musl implementation was reviewed for zedBSD's 64-bit long-double ABI; local error helpers now update the software fenv.,fixed,https://www.open-std.org/jtc1/sc22/wg14/www/docs/n2176.pdf
184,ISO-C17,<math.h>,sin,function,required,implemented,libc/include/math.h,vendor/musl/src/math/sin.c,header/symbol audit; amd64 QEMU boot; pcat/pc98 HDD integration builds,,reviewed,The pinned musl implementation was reviewed for zedBSD's 64-bit long-double ABI; local error helpers now update the software fenv.,fixed,https://www.open-std.org/jtc1/sc22/wg14/www/docs/n2176.pdf
185,ISO-C17,<math.h>,sinf,function,required,implemented,libc/include/math.h,vendor/musl/src/math/sinf.c,header/symbol audit; amd64 QEMU boot; pcat/pc98 HDD integration builds,,reviewed,The pinned musl implementation was reviewed for zedBSD's 64-bit long-double ABI; local error helpers now update the software fenv.,fixed,https://www.open-std.org/jtc1/sc22/wg14/www/docs/n2176.pdf
186,ISO-C17,<math.h>,sinh,function,required,implemented,libc/include/math.h,vendor/musl/src/math/sinh.c,header/symbol audit; amd64 QEMU boot; pcat/pc98 HDD integration builds,,reviewed,The pinned musl implementation was reviewed for zedBSD's 64-bit long-double ABI; local error helpers now update the software fenv.,fixed,https://www.open-std.org/jtc1/sc22/wg14/www/docs/n2176.pdf
187,ISO-C17,<math.h>,sinhf,function,required,implemented,libc/include/math.h,vendor/musl/src/math/sinhf.c,header/symbol audit; amd64 QEMU boot; pcat/pc98 HDD integration builds,,reviewed,The pinned musl implementation was reviewed for zedBSD's 64-bit long-double ABI; local error helpers now update the software fenv.,fixed,https://www.open-std.org/jtc1/sc22/wg14/www/docs/n2176.pdf
188,ISO-C17,<math.h>,sinhl,function,required,implemented,libc/include/math.h,vendor/musl/src/math/sinhl.c,header/symbol audit; amd64 QEMU boot; pcat/pc98 HDD integration builds,,reviewed,The pinned musl implementation was reviewed for zedBSD's 64-bit long-double ABI; local error helpers now update the software fenv.,fixed,https://www.open-std.org/jtc1/sc22/wg14/www/docs/n2176.pdf
189,ISO-C17,<math.h>,sinl,function,required,implemented,libc/include/math.h,vendor/musl/src/math/sinl.c,header/symbol audit; amd64 QEMU boot; pcat/pc98 HDD integration builds,,reviewed,The pinned musl implementation was reviewed for zedBSD's 64-bit long-double ABI; local error helpers now update the software fenv.,fixed,https://www.open-std.org/jtc1/sc22/wg14/www/docs/n2176.pdf
190,ISO-C17,<math.h>,sqrt,function,required,implemented,libc/include/math.h,vendor/musl/src/math/sqrt.c|vendor/musl/src/math/powerpc64/sqrt.c|vendor/musl/src/math/arm/sqrt.c|vendor/musl/src/math/riscv64/sqrt.c,header/symbol audit; amd64 QEMU boot; pcat/pc98 HDD integration builds,,reviewed,The pinned musl implementation was reviewed for zedBSD's 64-bit long-double ABI; local error helpers now update the software fenv.,fixed,https://www.open-std.org/jtc1/sc22/wg14/www/docs/n2176.pdf
191,ISO-C17,<math.h>,sqrtf,function,required,implemented,libc/include/math.h,vendor/musl/src/math/sqrtf.c|vendor/musl/src/math/powerpc64/sqrtf.c|vendor/musl/src/math/arm/sqrtf.c|vendor/musl/src/math/riscv64/sqrtf.c,header/symbol audit; amd64 QEMU boot; pcat/pc98 HDD integration builds,,reviewed,The pinned musl implementation was reviewed for zedBSD's 64-bit long-double ABI; local error helpers now update the software fenv.,fixed,https://www.open-std.org/jtc1/sc22/wg14/www/docs/n2176.pdf
192,ISO-C17,<math.h>,sqrtl,function,required,implemented,libc/include/math.h,vendor/musl/src/math/sqrtl.c|vendor/musl/src/math/x86_64/sqrtl.c|vendor/musl/src/math/i386/sqrtl.c|vendor/musl/src/math/m68k/sqrtl.c,header/symbol audit; amd64 QEMU boot; pcat/pc98 HDD integration builds,,reviewed,The pinned musl implementation was reviewed for zedBSD's 64-bit long-double ABI; local error helpers now update the software fenv.,fixed,https://www.open-std.org/jtc1/sc22/wg14/www/docs/n2176.pdf
193,ISO-C17,<math.h>,tan,function,required,implemented,libc/include/math.h,vendor/musl/src/math/tan.c,header/symbol audit; amd64 QEMU boot; pcat/pc98 HDD integration builds,,reviewed,The pinned musl implementation was reviewed for zedBSD's 64-bit long-double ABI; local error helpers now update the software fenv.,fixed,https://www.open-std.org/jtc1/sc22/wg14/www/docs/n2176.pdf
194,ISO-C17,<math.h>,tanf,function,required,implemented,libc/include/math.h,vendor/musl/src/math/tanf.c,header/symbol audit; amd64 QEMU boot; pcat/pc98 HDD integration builds,,reviewed,The pinned musl implementation was reviewed for zedBSD's 64-bit long-double ABI; local error helpers now update the software fenv.,fixed,https://www.open-std.org/jtc1/sc22/wg14/www/docs/n2176.pdf
195,ISO-C17,<math.h>,tanh,function,required,implemented,libc/include/math.h,vendor/musl/src/math/tanh.c,header/symbol audit; amd64 QEMU boot; pcat/pc98 HDD integration builds,,reviewed,The pinned musl implementation was reviewed for zedBSD's 64-bit long-double ABI; local error helpers now update the software fenv.,fixed,https://www.open-std.org/jtc1/sc22/wg14/www/docs/n2176.pdf
196,ISO-C17,<math.h>,tanhf,function,required,implemented,libc/include/math.h,vendor/musl/src/math/tanhf.c,header/symbol audit; amd64 QEMU boot; pcat/pc98 HDD integration builds,,reviewed,The pinned musl implementation was reviewed for zedBSD's 64-bit long-double ABI; local error helpers now update the software fenv.,fixed,https://www.open-std.org/jtc1/sc22/wg14/www/docs/n2176.pdf
197,ISO-C17,<math.h>,tanhl,function,required,implemented,libc/include/math.h,vendor/musl/src/math/tanhl.c,header/symbol audit; amd64 QEMU boot; pcat/pc98 HDD integration builds,,reviewed,The pinned musl implementation was reviewed for zedBSD's 64-bit long-double ABI; local error helpers now update the software fenv.,fixed,https://www.open-std.org/jtc1/sc22/wg14/www/docs/n2176.pdf
198,ISO-C17,<math.h>,tanl,function,required,implemented,libc/include/math.h,vendor/musl/src/math/tanl.c,header/symbol audit; amd64 QEMU boot; pcat/pc98 HDD integration builds,,reviewed,The pinned musl implementation was reviewed for zedBSD's 64-bit long-double ABI; local error helpers now update the software fenv.,fixed,https://www.open-std.org/jtc1/sc22/wg14/www/docs/n2176.pdf
199,ISO-C17,<math.h>,tgamma,function,required,implemented,libc/include/math.h,vendor/musl/src/math/tgamma.c,header/symbol audit; amd64 QEMU boot; pcat/pc98 HDD integration builds,,reviewed,The pinned musl implementation was reviewed for zedBSD's 64-bit long-double ABI; local error helpers now update the software fenv.,fixed,https://www.open-std.org/jtc1/sc22/wg14/www/docs/n2176.pdf
200,ISO-C17,<math.h>,tgammaf,function,required,implemented,libc/include/math.h,vendor/musl/src/math/tgammaf.c,header/symbol audit; amd64 QEMU boot; pcat/pc98 HDD integration builds,,reviewed,The pinned musl implementation was reviewed for zedBSD's 64-bit long-double ABI; local error helpers now update the software fenv.,fixed,https://www.open-std.org/jtc1/sc22/wg14/www/docs/n2176.pdf
201,ISO-C17,<math.h>,tgammal,function,required,implemented,libc/include/math.h,vendor/musl/src/math/tgammal.c,header/symbol audit; amd64 QEMU boot; pcat/pc98 HDD integration builds,,reviewed,The pinned musl implementation was reviewed for zedBSD's 64-bit long-double ABI; local error helpers now update the software fenv.,fixed,https://www.open-std.org/jtc1/sc22/wg14/www/docs/n2176.pdf
202,ISO-C17,<math.h>,trunc,function,required,implemented,libc/include/math.h,vendor/musl/src/math/trunc.c|vendor/musl/src/math/powerpc64/trunc.c|vendor/musl/src/math/s390x/trunc.c|vendor/musl/src/math/aarch64/trunc.c,header/symbol audit; amd64 QEMU boot; pcat/pc98 HDD integration builds,,reviewed,The pinned musl implementation was reviewed for zedBSD's 64-bit long-double ABI; local error helpers now update the software fenv.,fixed,https://www.open-std.org/jtc1/sc22/wg14/www/docs/n2176.pdf
203,ISO-C17,<math.h>,truncf,function,required,implemented,libc/include/math.h,vendor/musl/src/math/truncf.c|vendor/musl/src/math/powerpc64/truncf.c|vendor/musl/src/math/s390x/truncf.c|vendor/musl/src/math/aarch64/truncf.c,header/symbol audit; amd64 QEMU boot; pcat/pc98 HDD integration builds,,reviewed,The pinned musl implementation was reviewed for zedBSD's 64-bit long-double ABI; local error helpers now update the software fenv.,fixed,https://www.open-std.org/jtc1/sc22/wg14/www/docs/n2176.pdf
204,ISO-C17,<math.h>,truncl,function,required,implemented,libc/include/math.h,vendor/musl/src/math/truncl.c|vendor/musl/src/math/s390x/truncl.c,header/symbol audit; amd64 QEMU boot; pcat/pc98 HDD integration builds,,reviewed,The pinned musl implementation was reviewed for zedBSD's 64-bit long-double ABI; local error helpers now update the software fenv.,fixed,https://www.open-std.org/jtc1/sc22/wg14/www/docs/n2176.pdf
205,ISO-C17,<setjmp.h>,longjmp,function,required,implemented,libc/include/setjmp.h,libc/setjmp.c,header/symbol audit; amd64 QEMU boot; pcat/pc98 HDD integration builds,,reviewed,The compiler-assisted context layout was validated with a setjmp/longjmp round-trip smoke test.,not-needed,https://www.open-std.org/jtc1/sc22/wg14/www/docs/n2176.pdf
206,ISO-C17,<setjmp.h>,setjmp,macro,required,implemented,libc/include/setjmp.h,libc/setjmp.c,header/symbol audit; amd64 QEMU boot; pcat/pc98 HDD integration builds,,reviewed,The compiler-assisted context layout was validated with a setjmp/longjmp round-trip smoke test.,not-needed,https://www.open-std.org/jtc1/sc22/wg14/www/docs/n2176.pdf
207,ISO-C17,<signal.h>,raise,function,required,implemented,libc/include/signal.h,userland/base/libc/signal.c,header/symbol audit; amd64 QEMU boot; pcat/pc98 HDD integration builds,,reviewed,"No actionable issue found in signature, boundary, and integration review.",not-needed,https://www.open-std.org/jtc1/sc22/wg14/www/docs/n2176.pdf
208,ISO-C17,<signal.h>,signal,function,required,implemented,libc/include/signal.h,userland/base/libc/signal.c,header/symbol audit; amd64 QEMU boot; pcat/pc98 HDD integration builds,,reviewed,"No actionable issue found in signature, boundary, and integration review.",not-needed,https://www.open-std.org/jtc1/sc22/wg14/www/docs/n2176.pdf
209,ISO-C17,<stdio.h>,clearerr,function,required,implemented,libc/include/stdio.h,libc/stdio.c,header/symbol audit; amd64 QEMU boot; pcat/pc98 HDD integration builds,,reviewed,"No actionable issue found in signature, boundary, and integration review.",not-needed,https://www.open-std.org/jtc1/sc22/wg14/www/docs/n2176.pdf
210,ISO-C17,<stdio.h>,fclose,function,required,implemented,libc/include/stdio.h,userland/base/libc/posix.c,header/symbol audit; amd64 QEMU boot; pcat/pc98 HDD integration builds,,reviewed,"No actionable issue found in signature, boundary, and integration review.",not-needed,https://www.open-std.org/jtc1/sc22/wg14/www/docs/n2176.pdf
211,ISO-C17,<stdio.h>,feof,function,required,implemented,libc/include/stdio.h,libc/stdio.c,header/symbol audit; amd64 QEMU boot; pcat/pc98 HDD integration builds,,reviewed,"No actionable issue found in signature, boundary, and integration review.",not-needed,https://www.open-std.org/jtc1/sc22/wg14/www/docs/n2176.pdf
212,ISO-C17,<stdio.h>,ferror,function,required,implemented,libc/include/stdio.h,libc/stdio.c,header/symbol audit; amd64 QEMU boot; pcat/pc98 HDD integration builds,,reviewed,"No actionable issue found in signature, boundary, and integration review.",not-needed,https://www.open-std.org/jtc1/sc22/wg14/www/docs/n2176.pdf
213,ISO-C17,<stdio.h>,fflush,function,required,implemented,libc/include/stdio.h,userland/base/libc/posix.c,header/symbol audit; amd64 QEMU boot; pcat/pc98 HDD integration builds,,reviewed,"No actionable issue found in signature, boundary, and integration review.",not-needed,https://www.open-std.org/jtc1/sc22/wg14/www/docs/n2176.pdf
214,ISO-C17,<stdio.h>,fgetc,function,required,implemented,libc/include/stdio.h,libc/stdio.c,header/symbol audit; amd64 QEMU boot; pcat/pc98 HDD integration builds,,reviewed,"No actionable issue found in signature, boundary, and integration review.",not-needed,https://www.open-std.org/jtc1/sc22/wg14/www/docs/n2176.pdf
215,ISO-C17,<stdio.h>,fgetpos,function,required,implemented,libc/include/stdio.h,libc/stdio-extra.c,header/symbol audit; amd64 QEMU boot; pcat/pc98 HDD integration builds,,reviewed,"No actionable issue found in signature, boundary, and integration review.",not-needed,https://www.open-std.org/jtc1/sc22/wg14/www/docs/n2176.pdf
216,ISO-C17,<stdio.h>,fgets,function,required,implemented,libc/include/stdio.h,userland/base/libc/posix.c,header/symbol audit; amd64 QEMU boot; pcat/pc98 HDD integration builds,,reviewed,"No actionable issue found in signature, boundary, and integration review.",not-needed,https://www.open-std.org/jtc1/sc22/wg14/www/docs/n2176.pdf
217,ISO-C17,<stdio.h>,fopen,function,required,implemented,libc/include/stdio.h,userland/base/libc/posix.c,header/symbol audit; amd64 QEMU boot; pcat/pc98 HDD integration builds,,reviewed,"No actionable issue found in signature, boundary, and integration review.",not-needed,https://www.open-std.org/jtc1/sc22/wg14/www/docs/n2176.pdf
218,ISO-C17,<stdio.h>,fprintf,function,required,implemented,libc/include/stdio.h,libc/stdio.c,header/symbol audit; amd64 QEMU boot; pcat/pc98 HDD integration builds,,reviewed,"No actionable issue found in signature, boundary, and integration review.",not-needed,https://www.open-std.org/jtc1/sc22/wg14/www/docs/n2176.pdf
219,ISO-C17,<stdio.h>,fputc,function,required,implemented,libc/include/stdio.h,libc/stdio.c,header/symbol audit; amd64 QEMU boot; pcat/pc98 HDD integration builds,,reviewed,"No actionable issue found in signature, boundary, and integration review.",not-needed,https://www.open-std.org/jtc1/sc22/wg14/www/docs/n2176.pdf
220,ISO-C17,<stdio.h>,fputs,function,required,implemented,libc/include/stdio.h,libc/stdio-extra.c,header/symbol audit; amd64 QEMU boot; pcat/pc98 HDD integration builds,,reviewed,"No actionable issue found in signature, boundary, and integration review.",not-needed,https://www.open-std.org/jtc1/sc22/wg14/www/docs/n2176.pdf
221,ISO-C17,<stdio.h>,fread,function,required,implemented,libc/include/stdio.h,libc/stdio.c|userland/base/libc/posix.c,header/symbol audit; amd64 QEMU boot; pcat/pc98 HDD integration builds,,reviewed,"No actionable issue found in signature, boundary, and integration review.",not-needed,https://www.open-std.org/jtc1/sc22/wg14/www/docs/n2176.pdf
